,id,event_id,latitude,longitude,utc_offset,source,type,date_time,event_name,fccs_number,fuelbed_fractions,heat,pm2.5,pm10,co,co2,ch4,nh3,so2,voc,nox,consumption_total,consumption_flaming,consumption_smoldering,consumption_residual,area,elevation,slope,moisture_1hr,moisture_10hr,moisture_100hr,moisture_1khr,moisture_live,moisture_duff,canopy_consumption_pct,min_wind,max_wind,min_wind_aloft,max_wind_aloft,min_humid,max_humid,min_temp,max_temp,min_temp_hour,max_temp_hour,sunrise_hour,sunset_hour,snow_month,rain_days,state,county,country,geometry,index_right,STATEFP,COUNTYFP,GEOID,NAME,FIPS
5299,202309210000_202309272359_282894770-282923456,,45.07984,-116.3904,-06:00,VIIRSNOAA375,WF,20231001,,52.0,52 1.0,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.3904 45.07984),78,16,003,16003,Adams,16003
5300,202309210000_202309272359_282894770-282923456,,45.07468,-116.3912,-06:00,VIIRSNOAA375,WF,20231001,,52.0,52 1.0,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.3912 45.07468),78,16,003,16003,Adams,16003
5301,202309210000_202309272359_282894770-282923456,,45.08225,-116.3995,-06:00,VIIRS375,WF,20231001,,52.0,52 1.0,,,,,,,,,,,,,,,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.3995 45.08225),78,16,003,16003,Adams,16003
5302,202309210000_202309272359_282894770-282923456,,45.08637,-116.3987,-06:00,VIIRS375,WF,20231001,,52.0,52 1.0,,,,,,,,,,,,,,,10.166666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.3987 45.08637),78,16,003,16003,Adams,16003
5303,202309210000_202309272359_282894770-282923456,,45.09089,-116.4024,-06:00,VIIRS375,WF,20231001,,52.0,52 1.0,,,,,,,,,,,,,,,10.166666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.4024 45.09089),78,16,003,16003,Adams,16003
5304,202309210000_202309272359_282894770-282923456,,45.0868,-116.4034,-06:00,VIIRS375,WF,20231001,,52.0,52 1.0,,,,,,,,,,,,,,,10.166666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.4034 45.0868),78,16,003,16003,Adams,16003
5305,202309210000_202309272359_282923080-282923263,,45.09457,-116.3968,-06:00,VIIRS375,WF,20230927,,52.0,52 1.0,,,,,,,,,,,,,,,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.3968 45.09457),78,16,003,16003,Adams,16003
5306,202309210000_202309272359_282923080-282923263,,45.095,-116.4014,-06:00,VIIRS375,WF,20230927,,52.0,52 1.0,,,,,,,,,,,,,,,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.4014 45.095),78,16,003,16003,Adams,16003
5307,202309210000_202309272359_282923080-282923263,,45.09457,-116.3968,-06:00,VIIRS375,WF,20230928,,52.0,52 1.0,,,,,,,,,,,,,,,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.3968 45.09457),78,16,003,16003,Adams,16003
5308,202309210000_202309272359_282923080-282923263,,45.095,-116.4014,-06:00,VIIRS375,WF,20230928,,52.0,52 1.0,,,,,,,,,,,,,,,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.4014 45.095),78,16,003,16003,Adams,16003
5309,202309210000_202309272359_282923080-282923263,,45.09457,-116.3968,-06:00,VIIRS375,WF,20230929,,52.0,52 1.0,,,,,,,,,,,,,,,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.3968 45.09457),78,16,003,16003,Adams,16003
5310,202309210000_202309272359_282923080-282923263,,45.095,-116.4014,-06:00,VIIRS375,WF,20230929,,52.0,52 1.0,,,,,,,,,,,,,,,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.4014 45.095),78,16,003,16003,Adams,16003
5311,202309210000_202309272359_282923080-282923263,,45.09457,-116.3968,-06:00,VIIRS375,WF,20230930,,52.0,52 1.0,,,,,,,,,,,,,,,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.3968 45.09457),78,16,003,16003,Adams,16003
5312,202309210000_202309272359_282923080-282923263,,45.095,-116.4014,-06:00,VIIRS375,WF,20230930,,52.0,52 1.0,,,,,,,,,,,,,,,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.4014 45.095),78,16,003,16003,Adams,16003
5313,202309210000_202309272359_282923080-282923263,,45.09457,-116.3968,-06:00,VIIRS375,WF,20231001,,52.0,52 1.0,,,,,,,,,,,,,,,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.3968 45.09457),78,16,003,16003,Adams,16003
5314,202309210000_202309272359_282923080-282923263,,45.095,-116.4014,-06:00,VIIRS375,WF,20231001,,52.0,52 1.0,,,,,,,,,,,,,,,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.4014 45.095),78,16,003,16003,Adams,16003
5315,202309210000_202309272359_282920451-282920465,,45.0989,-116.4405,-06:00,HMS_GOES16,WF,20230927,,52.0,52 1.0,,,,,,,,,,,,,,,168.875,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.4405 45.0989),78,16,003,16003,Adams,16003
5316,202309210000_202309272359_282920451-282920465,,45.0989,-116.4405,-06:00,HMS_GOES16,WF,20230927,,52.0,52 1.0,,,,,,,,,,,,,,,147.125,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.4405 45.0989),78,16,003,16003,Adams,16003
5317,202309210000_202309272359_282920451-282920465,,45.0989,-116.4405,-06:00,HMS_GOES16,WF,20230928,,52.0,52 1.0,,,,,,,,,,,,,,,168.875,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.4405 45.0989),78,16,003,16003,Adams,16003
5318,202309210000_202309272359_282920451-282920465,,45.0989,-116.4405,-06:00,HMS_GOES16,WF,20230928,,52.0,52 1.0,,,,,,,,,,,,,,,147.125,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.4405 45.0989),78,16,003,16003,Adams,16003
5319,202309210000_202309272359_282920451-282920465,,45.0989,-116.4405,-06:00,HMS_GOES16,WF,20230929,,52.0,52 1.0,,,,,,,,,,,,,,,168.875,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.4405 45.0989),78,16,003,16003,Adams,16003
5320,202309210000_202309272359_282920451-282920465,,45.0989,-116.4405,-06:00,HMS_GOES16,WF,20230929,,52.0,52 1.0,,,,,,,,,,,,,,,147.125,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.4405 45.0989),78,16,003,16003,Adams,16003
5321,202309210000_202309272359_282920451-282920465,,45.0989,-116.4405,-06:00,HMS_GOES16,WF,20230930,,52.0,52 1.0,,,,,,,,,,,,,,,168.875,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.4405 45.0989),78,16,003,16003,Adams,16003
5322,202309210000_202309272359_282920451-282920465,,45.0989,-116.4405,-06:00,HMS_GOES16,WF,20230930,,52.0,52 1.0,,,,,,,,,,,,,,,147.125,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.4405 45.0989),78,16,003,16003,Adams,16003
5323,202309210000_202309272359_282920451-282920465,,45.0989,-116.4405,-06:00,HMS_GOES16,WF,20231001,,52.0,52 1.0,,,,,,,,,,,,,,,168.875,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.4405 45.0989),78,16,003,16003,Adams,16003
5324,202309210000_202309272359_282920451-282920465,,45.0989,-116.4405,-06:00,HMS_GOES16,WF,20231001,,52.0,52 1.0,,,,,,,,,,,,,,,147.125,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.4405 45.0989),78,16,003,16003,Adams,16003
5255,202309210000_202309272359_282911584-282911584,,45.1416,-123.121,-07:00,VIIRS750,WF,20230927,,2.0,2 0.67; 9 0.33,,,,,,,,,,,,,,,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-123.121 45.1416),163,41,071,41071,Yamhill,41071
5256,202309210000_202309272359_282911584-282911584,,45.1416,-123.121,-07:00,VIIRS750,WF,20230928,,2.0,2 0.67; 9 0.33,,,,,,,,,,,,,,,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-123.121 45.1416),163,41,071,41071,Yamhill,41071
5257,202309210000_202309272359_282911584-282911584,,45.1416,-123.121,-07:00,VIIRS750,WF,20230929,,2.0,2 0.67; 9 0.33,,,,,,,,,,,,,,,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-123.121 45.1416),163,41,071,41071,Yamhill,41071
5258,202309210000_202309272359_282911584-282911584,,45.1416,-123.121,-07:00,VIIRS750,WF,20230930,,2.0,2 0.67; 9 0.33,,,,,,,,,,,,,,,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-123.121 45.1416),163,41,071,41071,Yamhill,41071
5259,202309210000_202309272359_282911584-282911584,,45.1416,-123.121,-07:00,VIIRS750,WF,20231001,,2.0,2 0.67; 9 0.33,,,,,,,,,,,,,,,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-123.121 45.1416),163,41,071,41071,Yamhill,41071
5330,202309210000_202309272359_282908952-282908952,,45.5404,-116.1807,-07:00,HMS_GOES16,WF,20230927,,52.0,52 0.33; 59 0.33; 70 0.33,,,,,,,,,,,,,,,73.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.1807 45.5404),52,16,049,16049,Idaho,16049
5331,202309210000_202309272359_282908952-282908952,,45.5404,-116.1807,-07:00,HMS_GOES16,WF,20230928,,52.0,52 0.33; 59 0.33; 70 0.33,,,,,,,,,,,,,,,73.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.1807 45.5404),52,16,049,16049,Idaho,16049
5332,202309210000_202309272359_282908952-282908952,,45.5404,-116.1807,-07:00,HMS_GOES16,WF,20230929,,52.0,52 0.33; 59 0.33; 70 0.33,,,,,,,,,,,,,,,73.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.1807 45.5404),52,16,049,16049,Idaho,16049
5333,202309210000_202309272359_282908952-282908952,,45.5404,-116.1807,-07:00,HMS_GOES16,WF,20230930,,52.0,52 0.33; 59 0.33; 70 0.33,,,,,,,,,,,,,,,73.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.1807 45.5404),52,16,049,16049,Idaho,16049
5334,202309210000_202309272359_282908952-282908952,,45.5404,-116.1807,-07:00,HMS_GOES16,WF,20231001,,52.0,52 0.33; 59 0.33; 70 0.33,,,,,,,,,,,,,,,73.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.1807 45.5404),52,16,049,16049,Idaho,16049
5360,202309210000_202309272359_282923465-282923465,,45.82653,-114.7272,-07:00,VIIRSNOAA375,WF,20230927,,52.0,52 1.0,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-114.7272 45.82653),52,16,049,16049,Idaho,16049
5361,202309210000_202309272359_282923465-282923465,,45.82653,-114.7272,-07:00,VIIRSNOAA375,WF,20230928,,52.0,52 1.0,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-114.7272 45.82653),52,16,049,16049,Idaho,16049
5362,202309210000_202309272359_282923465-282923465,,45.82653,-114.7272,-07:00,VIIRSNOAA375,WF,20230929,,52.0,52 1.0,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-114.7272 45.82653),52,16,049,16049,Idaho,16049
5363,202309210000_202309272359_282923465-282923465,,45.82653,-114.7272,-07:00,VIIRSNOAA375,WF,20230930,,52.0,52 1.0,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-114.7272 45.82653),52,16,049,16049,Idaho,16049
5364,202309210000_202309272359_282923465-282923465,,45.82653,-114.7272,-07:00,VIIRSNOAA375,WF,20231001,,52.0,52 1.0,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-114.7272 45.82653),52,16,049,16049,Idaho,16049
5340,202309210000_202309272359_282923888-282923888,,45.61479,-109.8259,-06:00,VIIRSNOAA375,WF,20230927,,52.0,52 1.0,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-109.8259 45.61479),41,30,097,30097,Sweet Grass,30097
5341,202309210000_202309272359_282923888-282923888,,45.61479,-109.8259,-06:00,VIIRSNOAA375,WF,20230928,,52.0,52 1.0,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-109.8259 45.61479),41,30,097,30097,Sweet Grass,30097
5342,202309210000_202309272359_282923888-282923888,,45.61479,-109.8259,-06:00,VIIRSNOAA375,WF,20230929,,52.0,52 1.0,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-109.8259 45.61479),41,30,097,30097,Sweet Grass,30097
5343,202309210000_202309272359_282923888-282923888,,45.61479,-109.8259,-06:00,VIIRSNOAA375,WF,20230930,,52.0,52 1.0,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-109.8259 45.61479),41,30,097,30097,Sweet Grass,30097
5344,202309210000_202309272359_282923888-282923888,,45.61479,-109.8259,-06:00,VIIRSNOAA375,WF,20231001,,52.0,52 1.0,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-109.8259 45.61479),41,30,097,30097,Sweet Grass,30097
5345,202309210000_202309272359_282923811-282923811,,45.61827,-109.8272,-06:00,VIIRSNOAA375,WF,20230927,,52.0,52 1.0,,,,,,,,,,,,,,,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-109.8272 45.61827),41,30,097,30097,Sweet Grass,30097
5346,202309210000_202309272359_282923811-282923811,,45.61827,-109.8272,-06:00,VIIRSNOAA375,WF,20230928,,52.0,52 1.0,,,,,,,,,,,,,,,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-109.8272 45.61827),41,30,097,30097,Sweet Grass,30097
5347,202309210000_202309272359_282923811-282923811,,45.61827,-109.8272,-06:00,VIIRSNOAA375,WF,20230929,,52.0,52 1.0,,,,,,,,,,,,,,,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-109.8272 45.61827),41,30,097,30097,Sweet Grass,30097
5348,202309210000_202309272359_282923811-282923811,,45.61827,-109.8272,-06:00,VIIRSNOAA375,WF,20230930,,52.0,52 1.0,,,,,,,,,,,,,,,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-109.8272 45.61827),41,30,097,30097,Sweet Grass,30097
5349,202309210000_202309272359_282923811-282923811,,45.61827,-109.8272,-06:00,VIIRSNOAA375,WF,20231001,,52.0,52 1.0,,,,,,,,,,,,,,,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-109.8272 45.61827),41,30,097,30097,Sweet Grass,30097
5350,202309210000_202309272359_282923889-282923889,,45.61589,-109.8202,-06:00,VIIRSNOAA375,WF,20230927,,52.0,52 1.0,,,,,,,,,,,,,,,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-109.8202 45.61589),41,30,097,30097,Sweet Grass,30097
5351,202309210000_202309272359_282923889-282923889,,45.61589,-109.8202,-06:00,VIIRSNOAA375,WF,20230928,,52.0,52 1.0,,,,,,,,,,,,,,,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-109.8202 45.61589),41,30,097,30097,Sweet Grass,30097
5352,202309210000_202309272359_282923889-282923889,,45.61589,-109.8202,-06:00,VIIRSNOAA375,WF,20230929,,52.0,52 1.0,,,,,,,,,,,,,,,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-109.8202 45.61589),41,30,097,30097,Sweet Grass,30097
5353,202309210000_202309272359_282923889-282923889,,45.61589,-109.8202,-06:00,VIIRSNOAA375,WF,20230930,,52.0,52 1.0,,,,,,,,,,,,,,,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-109.8202 45.61589),41,30,097,30097,Sweet Grass,30097
5354,202309210000_202309272359_282923889-282923889,,45.61589,-109.8202,-06:00,VIIRSNOAA375,WF,20231001,,52.0,52 1.0,,,,,,,,,,,,,,,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-109.8202 45.61589),41,30,097,30097,Sweet Grass,30097
5355,202309210000_202309272359_282923810-282923810,,45.61935,-109.8217,-06:00,VIIRSNOAA375,WF,20230927,,52.0,52 1.0,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-109.8217 45.61935),41,30,097,30097,Sweet Grass,30097
5356,202309210000_202309272359_282923810-282923810,,45.61935,-109.8217,-06:00,VIIRSNOAA375,WF,20230928,,52.0,52 1.0,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-109.8217 45.61935),41,30,097,30097,Sweet Grass,30097
5357,202309210000_202309272359_282923810-282923810,,45.61935,-109.8217,-06:00,VIIRSNOAA375,WF,20230929,,52.0,52 1.0,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-109.8217 45.61935),41,30,097,30097,Sweet Grass,30097
5358,202309210000_202309272359_282923810-282923810,,45.61935,-109.8217,-06:00,VIIRSNOAA375,WF,20230930,,52.0,52 1.0,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-109.8217 45.61935),41,30,097,30097,Sweet Grass,30097
5359,202309210000_202309272359_282923810-282923810,,45.61935,-109.8217,-06:00,VIIRSNOAA375,WF,20231001,,52.0,52 1.0,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-109.8217 45.61935),41,30,097,30097,Sweet Grass,30097
5365,202309210000_202309272359_282924106-282924106,,45.83419,-117.0822,-07:00,VIIRSNOAA375,WF,20230927,,52.0,52 1.0,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-117.0822 45.83419),23,41,063,41063,Wallowa,41063
5366,202309210000_202309272359_282924106-282924106,,45.83419,-117.0822,-07:00,VIIRSNOAA375,WF,20230928,,52.0,52 1.0,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-117.0822 45.83419),23,41,063,41063,Wallowa,41063
5367,202309210000_202309272359_282924106-282924106,,45.83419,-117.0822,-07:00,VIIRSNOAA375,WF,20230929,,52.0,52 1.0,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-117.0822 45.83419),23,41,063,41063,Wallowa,41063
5368,202309210000_202309272359_282924106-282924106,,45.83419,-117.0822,-07:00,VIIRSNOAA375,WF,20230930,,52.0,52 1.0,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-117.0822 45.83419),23,41,063,41063,Wallowa,41063
5369,202309210000_202309272359_282924106-282924106,,45.83419,-117.0822,-07:00,VIIRSNOAA375,WF,20231001,,52.0,52 1.0,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-117.0822 45.83419),23,41,063,41063,Wallowa,41063
5420,202309210000_202309272359_282923173-282923517,,46.94368,-113.6637,-06:00,VIIRSNOAA375,WF,20230927,,52.0,52 1.0,,,,,,,,,,,,,,,14.199999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.6637 46.94368),190,30,063,30063,Missoula,30063
5421,202309210000_202309272359_282923173-282923517,,46.94368,-113.6637,-06:00,VIIRSNOAA375,WF,20230928,,52.0,52 1.0,,,,,,,,,,,,,,,14.199999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.6637 46.94368),190,30,063,30063,Missoula,30063
5422,202309210000_202309272359_282923173-282923517,,46.94368,-113.6637,-06:00,VIIRSNOAA375,WF,20230929,,52.0,52 1.0,,,,,,,,,,,,,,,14.199999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.6637 46.94368),190,30,063,30063,Missoula,30063
5423,202309210000_202309272359_282923173-282923517,,46.94368,-113.6637,-06:00,VIIRSNOAA375,WF,20230930,,52.0,52 1.0,,,,,,,,,,,,,,,14.199999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.6637 46.94368),190,30,063,30063,Missoula,30063
5424,202309210000_202309272359_282923173-282923517,,46.94368,-113.6637,-06:00,VIIRSNOAA375,WF,20231001,,52.0,52 1.0,,,,,,,,,,,,,,,14.199999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.6637 46.94368),190,30,063,30063,Missoula,30063
5445,202309210000_202309272359_282924283-282924283,,47.58202,-111.7381,-06:00,VIIRSNOAA375,WF,20230927,,66.0,66 1.0,,,,,,,,,,,,,,,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-111.7381 47.58202),85,30,013,30013,Cascade,30013
5446,202309210000_202309272359_282924283-282924283,,47.58202,-111.7381,-06:00,VIIRSNOAA375,WF,20230928,,66.0,66 1.0,,,,,,,,,,,,,,,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-111.7381 47.58202),85,30,013,30013,Cascade,30013
5447,202309210000_202309272359_282924283-282924283,,47.58202,-111.7381,-06:00,VIIRSNOAA375,WF,20230929,,66.0,66 1.0,,,,,,,,,,,,,,,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-111.7381 47.58202),85,30,013,30013,Cascade,30013
