,id,event_id,latitude,longitude,utc_offset,source,type,date_time,event_name,fccs_number,fuelbed_fractions,heat,pm2.5,pm10,co,co2,ch4,nh3,so2,voc,nox,consumption_total,consumption_flaming,consumption_smoldering,consumption_residual,area,elevation,slope,moisture_1hr,moisture_10hr,moisture_100hr,moisture_1khr,moisture_live,moisture_duff,canopy_consumption_pct,min_wind,max_wind,min_wind_aloft,max_wind_aloft,min_humid,max_humid,min_temp,max_temp,min_temp_hour,max_temp_hour,sunrise_hour,sunset_hour,snow_month,rain_days,state,county,country,geometry,index_right,STATEFP,COUNTYFP,GEOID,NAME,FIPS
5448,202309210000_202309272359_282924283-282924283,,47.58202,-111.7381,-06:00,VIIRSNOAA375,WF,20230930,,66.0,66 1.0,,,,,,,,,,,,,,,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-111.7381 47.58202),85,30,013,30013,Cascade,30013
5449,202309210000_202309272359_282924283-282924283,,47.58202,-111.7381,-06:00,VIIRSNOAA375,WF,20231001,,66.0,66 1.0,,,,,,,,,,,,,,,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-111.7381 47.58202),85,30,013,30013,Cascade,30013
5495,202309210000_202309272359_282922326-282922326,,47.74743,-113.9079,-06:00,VIIRSNOAA375,WF,20230927,,70.0,70 0.75; 67 0.25,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.9079 47.74743),166,30,047,30047,Lake,30047
5496,202309210000_202309272359_282922326-282922326,,47.74743,-113.9079,-06:00,VIIRSNOAA375,WF,20230928,,70.0,70 0.75; 67 0.25,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.9079 47.74743),166,30,047,30047,Lake,30047
5497,202309210000_202309272359_282922326-282922326,,47.74743,-113.9079,-06:00,VIIRSNOAA375,WF,20230929,,70.0,70 0.75; 67 0.25,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.9079 47.74743),166,30,047,30047,Lake,30047
5498,202309210000_202309272359_282922326-282922326,,47.74743,-113.9079,-06:00,VIIRSNOAA375,WF,20230930,,70.0,70 0.75; 67 0.25,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.9079 47.74743),166,30,047,30047,Lake,30047
5499,202309210000_202309272359_282922326-282922326,,47.74743,-113.9079,-06:00,VIIRSNOAA375,WF,20231001,,70.0,70 0.75; 67 0.25,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.9079 47.74743),166,30,047,30047,Lake,30047
5500,202309210000_202309272359_282922325-282923476,,47.74256,-113.9096,-06:00,VIIRSNOAA375,WF,20230927,,70.0,70 0.75; 67 0.25,,,,,,,,,,,,,,,9.14751712328767,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.9096 47.74256),166,30,047,30047,Lake,30047
5501,202309210000_202309272359_282922325-282923476,,47.74262,-113.9036,-06:00,VIIRSNOAA375,WF,20230927,,70.0,70 0.75; 67 0.25,,,,,,,,,,,,,,,9.14751712328767,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.9036 47.74262),166,30,047,30047,Lake,30047
5502,202309210000_202309272359_282922325-282923476,,47.7407,-113.9066,-06:00,VIIRSNOAA375,WF,20230927,,70.0,70 0.75; 67 0.25,,,,,,,,,,,,,,,9.14751712328767,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.9066 47.7407),166,30,047,30047,Lake,30047
5503,202309210000_202309272359_282922325-282923476,,47.74244,-113.9006,-06:00,VIIRSNOAA375,WF,20230927,,208.0,208 0.33; 67 0.33; 70 0.33,,,,,,,,,,,,,,,16.707448630136987,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.9006 47.74244),166,30,047,30047,Lake,30047
5504,202309210000_202309272359_282922325-282923476,,47.74256,-113.9096,-06:00,VIIRSNOAA375,WF,20230928,,70.0,70 0.75; 67 0.25,,,,,,,,,,,,,,,9.14751712328767,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.9096 47.74256),166,30,047,30047,Lake,30047
5505,202309210000_202309272359_282922325-282923476,,47.74262,-113.9036,-06:00,VIIRSNOAA375,WF,20230928,,70.0,70 0.75; 67 0.25,,,,,,,,,,,,,,,9.14751712328767,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.9036 47.74262),166,30,047,30047,Lake,30047
5506,202309210000_202309272359_282922325-282923476,,47.7407,-113.9066,-06:00,VIIRSNOAA375,WF,20230928,,70.0,70 0.75; 67 0.25,,,,,,,,,,,,,,,9.14751712328767,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.9066 47.7407),166,30,047,30047,Lake,30047
5507,202309210000_202309272359_282922325-282923476,,47.74244,-113.9006,-06:00,VIIRSNOAA375,WF,20230928,,208.0,208 0.33; 67 0.33; 70 0.33,,,,,,,,,,,,,,,16.707448630136987,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.9006 47.74244),166,30,047,30047,Lake,30047
5508,202309210000_202309272359_282922325-282923476,,47.74256,-113.9096,-06:00,VIIRSNOAA375,WF,20230929,,70.0,70 0.75; 67 0.25,,,,,,,,,,,,,,,9.14751712328767,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.9096 47.74256),166,30,047,30047,Lake,30047
5509,202309210000_202309272359_282922325-282923476,,47.74262,-113.9036,-06:00,VIIRSNOAA375,WF,20230929,,70.0,70 0.75; 67 0.25,,,,,,,,,,,,,,,9.14751712328767,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.9036 47.74262),166,30,047,30047,Lake,30047
5510,202309210000_202309272359_282922325-282923476,,47.7407,-113.9066,-06:00,VIIRSNOAA375,WF,20230929,,70.0,70 0.75; 67 0.25,,,,,,,,,,,,,,,9.14751712328767,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.9066 47.7407),166,30,047,30047,Lake,30047
5511,202309210000_202309272359_282922325-282923476,,47.74244,-113.9006,-06:00,VIIRSNOAA375,WF,20230929,,208.0,208 0.33; 67 0.33; 70 0.33,,,,,,,,,,,,,,,16.707448630136987,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.9006 47.74244),166,30,047,30047,Lake,30047
5512,202309210000_202309272359_282922325-282923476,,47.74256,-113.9096,-06:00,VIIRSNOAA375,WF,20230930,,70.0,70 0.75; 67 0.25,,,,,,,,,,,,,,,9.14751712328767,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.9096 47.74256),166,30,047,30047,Lake,30047
5513,202309210000_202309272359_282922325-282923476,,47.74262,-113.9036,-06:00,VIIRSNOAA375,WF,20230930,,70.0,70 0.75; 67 0.25,,,,,,,,,,,,,,,9.14751712328767,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.9036 47.74262),166,30,047,30047,Lake,30047
5514,202309210000_202309272359_282922325-282923476,,47.7407,-113.9066,-06:00,VIIRSNOAA375,WF,20230930,,70.0,70 0.75; 67 0.25,,,,,,,,,,,,,,,9.14751712328767,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.9066 47.7407),166,30,047,30047,Lake,30047
5515,202309210000_202309272359_282922325-282923476,,47.74244,-113.9006,-06:00,VIIRSNOAA375,WF,20230930,,208.0,208 0.33; 67 0.33; 70 0.33,,,,,,,,,,,,,,,16.707448630136987,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.9006 47.74244),166,30,047,30047,Lake,30047
5516,202309210000_202309272359_282922325-282923476,,47.74256,-113.9096,-06:00,VIIRSNOAA375,WF,20231001,,70.0,70 0.75; 67 0.25,,,,,,,,,,,,,,,9.14751712328767,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.9096 47.74256),166,30,047,30047,Lake,30047
5517,202309210000_202309272359_282922325-282923476,,47.74262,-113.9036,-06:00,VIIRSNOAA375,WF,20231001,,70.0,70 0.75; 67 0.25,,,,,,,,,,,,,,,9.14751712328767,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.9036 47.74262),166,30,047,30047,Lake,30047
5518,202309210000_202309272359_282922325-282923476,,47.7407,-113.9066,-06:00,VIIRSNOAA375,WF,20231001,,70.0,70 0.75; 67 0.25,,,,,,,,,,,,,,,9.14751712328767,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.9066 47.7407),166,30,047,30047,Lake,30047
5519,202309210000_202309272359_282922325-282923476,,47.74244,-113.9006,-06:00,VIIRSNOAA375,WF,20231001,,208.0,208 0.33; 67 0.33; 70 0.33,,,,,,,,,,,,,,,16.707448630136987,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.9006 47.74244),166,30,047,30047,Lake,30047
5565,202309210000_202309272359_282920984-282920984,,47.78079,-113.948,-06:00,HMS_GOES16,WF,20230927,,70.0,70 1.0,,,,,,,,,,,,,,,147.125,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.948 47.78079),166,30,047,30047,Lake,30047
5566,202309210000_202309272359_282920984-282920984,,47.78079,-113.948,-06:00,HMS_GOES16,WF,20230928,,70.0,70 1.0,,,,,,,,,,,,,,,147.125,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.948 47.78079),166,30,047,30047,Lake,30047
5567,202309210000_202309272359_282920984-282920984,,47.78079,-113.948,-06:00,HMS_GOES16,WF,20230929,,70.0,70 1.0,,,,,,,,,,,,,,,147.125,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.948 47.78079),166,30,047,30047,Lake,30047
5568,202309210000_202309272359_282920984-282920984,,47.78079,-113.948,-06:00,HMS_GOES16,WF,20230930,,70.0,70 1.0,,,,,,,,,,,,,,,147.125,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.948 47.78079),166,30,047,30047,Lake,30047
5569,202309210000_202309272359_282920984-282920984,,47.78079,-113.948,-06:00,HMS_GOES16,WF,20231001,,70.0,70 1.0,,,,,,,,,,,,,,,147.125,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.948 47.78079),166,30,047,30047,Lake,30047
5575,202309210000_202309272359_282911096-282923520,,47.95295,-113.8349,-06:00,VIIRS375,WF,20230927,,67.0,67 0.8; 70 0.2,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.8349 47.95295),166,30,047,30047,Lake,30047
5576,202309210000_202309272359_282911096-282923520,,47.95469,-113.842,-06:00,VIIRSNOAA375,WF,20230927,,67.0,67 0.5; 70 0.5,,,,,,,,,,,,,,,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.842 47.95469),166,30,047,30047,Lake,30047
5577,202309210000_202309272359_282911096-282923520,,47.95295,-113.8349,-06:00,VIIRS375,WF,20230928,,67.0,67 0.8; 70 0.2,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.8349 47.95295),166,30,047,30047,Lake,30047
5578,202309210000_202309272359_282911096-282923520,,47.95469,-113.842,-06:00,VIIRSNOAA375,WF,20230928,,67.0,67 0.5; 70 0.5,,,,,,,,,,,,,,,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.842 47.95469),166,30,047,30047,Lake,30047
5579,202309210000_202309272359_282911096-282923520,,47.95295,-113.8349,-06:00,VIIRS375,WF,20230929,,67.0,67 0.8; 70 0.2,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.8349 47.95295),166,30,047,30047,Lake,30047
5580,202309210000_202309272359_282911096-282923520,,47.95469,-113.842,-06:00,VIIRSNOAA375,WF,20230929,,67.0,67 0.5; 70 0.5,,,,,,,,,,,,,,,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.842 47.95469),166,30,047,30047,Lake,30047
5581,202309210000_202309272359_282911096-282923520,,47.95295,-113.8349,-06:00,VIIRS375,WF,20230930,,67.0,67 0.8; 70 0.2,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.8349 47.95295),166,30,047,30047,Lake,30047
5582,202309210000_202309272359_282911096-282923520,,47.95469,-113.842,-06:00,VIIRSNOAA375,WF,20230930,,67.0,67 0.5; 70 0.5,,,,,,,,,,,,,,,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.842 47.95469),166,30,047,30047,Lake,30047
5583,202309210000_202309272359_282911096-282923520,,47.95295,-113.8349,-06:00,VIIRS375,WF,20231001,,67.0,67 0.8; 70 0.2,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.8349 47.95295),166,30,047,30047,Lake,30047
5584,202309210000_202309272359_282911096-282923520,,47.95469,-113.842,-06:00,VIIRSNOAA375,WF,20231001,,67.0,67 0.5; 70 0.5,,,,,,,,,,,,,,,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.842 47.95469),166,30,047,30047,Lake,30047
5625,202309210000_202309272359_282919288-282919565,,47.97197,-113.8654,-06:00,HMS_GOES16,WF,20230927,,70.0,70 1.0,,,,,,,,,,,,,,,147.125,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.8654 47.97197),166,30,047,30047,Lake,30047
5626,202309210000_202309272359_282919288-282919565,,47.97197,-113.8654,-06:00,HMS_GOES16,WF,20230927,,70.0,70 1.0,,,,,,,,,,,,,,,147.125,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.8654 47.97197),166,30,047,30047,Lake,30047
5627,202309210000_202309272359_282919288-282919565,,47.97197,-113.8654,-06:00,HMS_GOES16,WF,20230927,,70.0,70 1.0,,,,,,,,,,,,,,,147.125,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.8654 47.97197),166,30,047,30047,Lake,30047
5628,202309210000_202309272359_282919288-282919565,,47.97197,-113.8654,-06:00,HMS_GOES16,WF,20230928,,70.0,70 1.0,,,,,,,,,,,,,,,147.125,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.8654 47.97197),166,30,047,30047,Lake,30047
5629,202309210000_202309272359_282919288-282919565,,47.97197,-113.8654,-06:00,HMS_GOES16,WF,20230928,,70.0,70 1.0,,,,,,,,,,,,,,,147.125,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.8654 47.97197),166,30,047,30047,Lake,30047
5630,202309210000_202309272359_282919288-282919565,,47.97197,-113.8654,-06:00,HMS_GOES16,WF,20230928,,70.0,70 1.0,,,,,,,,,,,,,,,147.125,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.8654 47.97197),166,30,047,30047,Lake,30047
5631,202309210000_202309272359_282919288-282919565,,47.97197,-113.8654,-06:00,HMS_GOES16,WF,20230929,,70.0,70 1.0,,,,,,,,,,,,,,,147.125,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.8654 47.97197),166,30,047,30047,Lake,30047
5632,202309210000_202309272359_282919288-282919565,,47.97197,-113.8654,-06:00,HMS_GOES16,WF,20230929,,70.0,70 1.0,,,,,,,,,,,,,,,147.125,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.8654 47.97197),166,30,047,30047,Lake,30047
5633,202309210000_202309272359_282919288-282919565,,47.97197,-113.8654,-06:00,HMS_GOES16,WF,20230929,,70.0,70 1.0,,,,,,,,,,,,,,,147.125,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.8654 47.97197),166,30,047,30047,Lake,30047
5634,202309210000_202309272359_282919288-282919565,,47.97197,-113.8654,-06:00,HMS_GOES16,WF,20230930,,70.0,70 1.0,,,,,,,,,,,,,,,147.125,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.8654 47.97197),166,30,047,30047,Lake,30047
5635,202309210000_202309272359_282919288-282919565,,47.97197,-113.8654,-06:00,HMS_GOES16,WF,20230930,,70.0,70 1.0,,,,,,,,,,,,,,,147.125,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.8654 47.97197),166,30,047,30047,Lake,30047
5636,202309210000_202309272359_282919288-282919565,,47.97197,-113.8654,-06:00,HMS_GOES16,WF,20230930,,70.0,70 1.0,,,,,,,,,,,,,,,147.125,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.8654 47.97197),166,30,047,30047,Lake,30047
5637,202309210000_202309272359_282919288-282919565,,47.97197,-113.8654,-06:00,HMS_GOES16,WF,20231001,,70.0,70 1.0,,,,,,,,,,,,,,,147.125,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.8654 47.97197),166,30,047,30047,Lake,30047
5638,202309210000_202309272359_282919288-282919565,,47.97197,-113.8654,-06:00,HMS_GOES16,WF,20231001,,70.0,70 1.0,,,,,,,,,,,,,,,147.125,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.8654 47.97197),166,30,047,30047,Lake,30047
5639,202309210000_202309272359_282919288-282919565,,47.97197,-113.8654,-06:00,HMS_GOES16,WF,20231001,,70.0,70 1.0,,,,,,,,,,,,,,,147.125,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-113.8654 47.97197),166,30,047,30047,Lake,30047
5685,202309210000_202309272359_282896406-282923148,,48.63243,-114.5473,-06:00,VIIRS375,WF,20230927,,70.0,70 0.8; 67 0.2,,,,,,,,,,,,,,,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-114.5473 48.63243),86,30,029,30029,Flathead,30029
5686,202309210000_202309272359_282896406-282923148,,48.63243,-114.5473,-06:00,VIIRS375,WF,20230928,,70.0,70 0.8; 67 0.2,,,,,,,,,,,,,,,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-114.5473 48.63243),86,30,029,30029,Flathead,30029
5687,202309210000_202309272359_282896406-282923148,,48.63243,-114.5473,-06:00,VIIRS375,WF,20230929,,70.0,70 0.8; 67 0.2,,,,,,,,,,,,,,,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-114.5473 48.63243),86,30,029,30029,Flathead,30029
5688,202309210000_202309272359_282896406-282923148,,48.63243,-114.5473,-06:00,VIIRS375,WF,20230930,,70.0,70 0.8; 67 0.2,,,,,,,,,,,,,,,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-114.5473 48.63243),86,30,029,30029,Flathead,30029
5689,202309210000_202309272359_282896406-282923148,,48.63243,-114.5473,-06:00,VIIRS375,WF,20231001,,70.0,70 0.8; 67 0.2,,,,,,,,,,,,,,,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-114.5473 48.63243),86,30,029,30029,Flathead,30029
5800,202309210000_202309272359_282923512-282923512,,48.52732,-116.0352,-06:00,VIIRSNOAA375,WF,20230927,,208.0,208 0.8; 52 0.2,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.0352 48.52732),107,30,053,30053,Lincoln,30053
5801,202309210000_202309272359_282923512-282923512,,48.52732,-116.0352,-06:00,VIIRSNOAA375,WF,20230928,,208.0,208 0.8; 52 0.2,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.0352 48.52732),107,30,053,30053,Lincoln,30053
5802,202309210000_202309272359_282923512-282923512,,48.52732,-116.0352,-06:00,VIIRSNOAA375,WF,20230929,,208.0,208 0.8; 52 0.2,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.0352 48.52732),107,30,053,30053,Lincoln,30053
5803,202309210000_202309272359_282923512-282923512,,48.52732,-116.0352,-06:00,VIIRSNOAA375,WF,20230930,,208.0,208 0.8; 52 0.2,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.0352 48.52732),107,30,053,30053,Lincoln,30053
5804,202309210000_202309272359_282923512-282923512,,48.52732,-116.0352,-06:00,VIIRSNOAA375,WF,20231001,,208.0,208 0.8; 52 0.2,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.0352 48.52732),107,30,053,30053,Lincoln,30053
5810,202309210000_202309272359_282909405-282923423,,48.52619,-116.0295,-06:00,VIIRSNOAA375,WF,20230927,,208.0,208 0.75; 52 0.25,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.0295 48.52619),107,30,053,30053,Lincoln,30053
5811,202309210000_202309272359_282909405-282923423,,48.52619,-116.0295,-06:00,VIIRSNOAA375,WF,20230928,,208.0,208 0.75; 52 0.25,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.0295 48.52619),107,30,053,30053,Lincoln,30053
5812,202309210000_202309272359_282909405-282923423,,48.52619,-116.0295,-06:00,VIIRSNOAA375,WF,20230929,,208.0,208 0.75; 52 0.25,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.0295 48.52619),107,30,053,30053,Lincoln,30053
5813,202309210000_202309272359_282909405-282923423,,48.52619,-116.0295,-06:00,VIIRSNOAA375,WF,20230930,,208.0,208 0.75; 52 0.25,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.0295 48.52619),107,30,053,30053,Lincoln,30053
5814,202309210000_202309272359_282909405-282923423,,48.52619,-116.0295,-06:00,VIIRSNOAA375,WF,20231001,,208.0,208 0.75; 52 0.25,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.0295 48.52619),107,30,053,30053,Lincoln,30053
